fan_id,age,country,country_region,income_level,gdp_per_capita_usd,distance_to_host_city_km,nearest_host_city,nearest_host_country,favorite_team_qualified,previous_worldcup_attendance,football_engagement_score,social_media_engagement,ticket_search_count,flight_search_count,hotel_search_count,estimated_trip_cost,visa_required,days_until_match,match_importance,campaign_cost_usd,potential_net_revenue_usd,expected_value_usd,travel_probability_synthetic,will_travel
6031,20,Brazil,South America,Medium,8900,5578.5,Miami,USA,1,0,100.0,86.1,2,1,2,1380.77,1,294,Round of 32,12.19,258.03,160.15,0.6679,0
6032,48,India,Asia,Low,2400,10845.3,Vancouver,Canada,0,0,52.3,46.7,2,2,0,2525.7,1,321,Group,7.61,848.56,355.66,0.4281,1
6033,34,United States,North America,High,76330,403.6,Kansas City,USA,1,1,87.8,48.8,4,2,1,150.0,0,177,Group,8.49,53.97,37.88,0.8591,1
6034,49,India,Asia,Low,2400,10631.3,Vancouver,Canada,0,0,48.6,84.1,2,2,1,3158.56,1,251,Round of 16,8.76,786.54,15.07,0.0303,0
6035,20,Mexico,North America,Medium,10700,311.1,Monterrey,Mexico,1,1,100.0,100.0,6,5,0,150.0,0,243,Round of 32,5.37,46.56,39.83,0.9707,1
6036,72,China,Asia,Medium,12500,8511.5,Vancouver,Canada,1,1,60.1,72.1,4,2,0,1886.25,1,102,Group,12.8,503.09,205.54,0.434,1
6037,74,Switzerland,Europe,High,93500,5605.7,Boston,USA,1,0,74.0,66.7,4,2,1,1146.05,0,245,Round of 16,7.72,358.72,266.99,0.7658,1
6038,46,India,Asia,Low,2400,13037.5,Vancouver,Canada,1,0,63.0,74.9,7,3,3,3630.75,1,199,Semi-final,11.29,1698.79,201.23,0.1251,0
6039,42,Egypt,Africa,Low,4000,8296.3,Boston,USA,0,0,75.8,42.4,1,1,2,2270.6,1,285,Group,10.53,428.14,45.98,0.132,0
6040,52,Germany,Europe,High,51500,5714.0,Boston,USA,1,1,93.8,100.0,3,3,4,2066.39,0,11,Group,12.24,536.14,509.69,0.9735,1
6041,32,India,Asia,Low,2400,13272.4,Vancouver,Canada,0,0,54.3,54.9,2,2,0,3052.18,1,42,Group,11.21,634.22,9.59,0.0328,0
6042,67,China,Asia,Medium,12500,9837.6,Vancouver,Canada,1,0,29.3,52.0,3,0,1,1689.8,1,93,Group,10.42,483.66,99.71,0.2277,0
6043,27,India,Asia,Low,2400,10563.2,Vancouver,Canada,0,1,70.9,78.8,1,1,0,2340.88,1,71,Round of 32,12.41,863.44,67.63,0.0927,0
6044,63,China,Asia,Medium,12500,9475.8,Vancouver,Canada,0,1,73.9,56.3,2,2,0,2215.05,1,278,Group,6.62,587.45,131.67,0.2354,0
6045,45,China,Asia,Medium,12500,8751.8,Vancouver,Canada,1,0,53.8,85.1,2,4,2,1455.93,1,269,Quarter-final,7.12,749.16,182.94,0.2537,0
6046,71,India,Asia,Low,2400,12477.1,Vancouver,Canada,1,0,74.1,75.9,2,0,1,3010.62,1,167,Round of 16,7.54,1017.09,168.82,0.1734,0
6047,70,Egypt,Africa,Low,4000,8685.8,Boston,USA,1,0,75.7,100.0,2,1,0,2083.75,1,231,Group,9.69,760.17,327.6,0.4437,0
6048,29,Nigeria,Africa,Low,2100,8096.1,Boston,USA,0,0,76.3,83.5,1,2,0,1950.97,1,104,Round of 32,9.38,433.13,107.09,0.2689,0
6049,41,Brazil,South America,Medium,8900,5319.7,Miami,USA,1,0,91.0,86.4,3,3,3,1465.78,1,261,Group,12.73,306.53,197.52,0.6859,1
6050,51,Nigeria,Africa,Low,2100,8707.8,Boston,USA,0,0,83.7,62.8,4,4,3,2403.12,1,108,Round of 16,11.94,754.34,60.85,0.0965,0
6051,53,India,Asia,Low,2400,11441.5,Vancouver,Canada,0,0,97.8,89.4,2,2,4,3779.68,1,41,Semi-final,6.17,1729.53,1244.8,0.7233,1
6052,22,Nigeria,Africa,Low,2100,8980.7,Boston,USA,0,0,100.0,95.7,1,3,1,3468.64,1,214,Round of 32,10.68,1290.16,306.31,0.2457,0
6053,18,India,Asia,Low,2400,13767.5,Vancouver,Canada,0,0,46.2,14.4,1,1,0,4058.56,1,280,Round of 16,6.31,1575.64,35.6,0.0266,0
6054,66,Germany,Europe,High,51500,6605.1,Boston,USA,1,0,83.4,70.2,2,2,3,1997.0,0,135,Quarter-final,11.88,827.22,730.22,0.8971,1
6055,70,India,Asia,Low,2400,14195.1,Vancouver,Canada,0,0,35.0,21.2,1,0,1,3032.86,1,60,Round of 32,10.58,1187.03,19.21,0.0251,0
6056,50,Brazil,South America,Medium,8900,4561.7,Miami,USA,1,1,86.6,100.0,2,2,5,1374.21,1,54,Group,9.25,304.62,188.02,0.6476,0
6057,50,China,Asia,Medium,12500,10871.8,Vancouver,Canada,1,0,71.6,87.4,5,1,3,2192.88,1,196,Group,13.32,706.82,54.82,0.0964,0
6058,48,Colombia,South America,Medium,6100,2345.6,Miami,USA,1,1,79.9,70.8,6,4,2,662.1,1,31,Group,10.28,136.65,112.2,0.8963,1
6059,35,India,Asia,Low,2400,12582.7,Vancouver,Canada,0,0,44.3,44.3,1,0,3,2502.17,1,124,Group,7.89,857.87,36.72,0.052,0
6060,47,China,Asia,Medium,12500,9099.7,Vancouver,Canada,0,1,70.8,86.9,4,1,2,2371.37,1,123,Group,11.37,602.12,183.24,0.3232,0
6061,23,Ghana,Africa,Low,2500,7021.5,Boston,USA,0,0,93.6,86.0,6,1,2,1766.67,1,254,Round of 16,12.64,379.48,57.72,0.1854,0
6062,72,India,Asia,Low,2400,10310.8,Vancouver,Canada,0,1,49.8,75.3,5,1,1,2841.34,1,332,Round of 32,12.09,925.28,43.98,0.0606,0
6063,66,Nigeria,Africa,Low,2100,6872.8,Boston,USA,1,0,71.2,18.7,3,2,1,1793.17,1,137,Quarter-final,6.31,993.11,435.82,0.4452,1
6064,43,Morocco,Africa,Low,3800,5814.9,Boston,USA,0,0,68.9,77.4,2,2,2,1502.64,1,153,Round of 32,8.85,505.69,103.21,0.2216,1
6065,49,India,Asia,Low,2400,11593.4,Vancouver,Canada,0,0,33.0,18.4,1,1,2,2796.14,1,301,Round of 32,6.18,887.66,6.6,0.0144,0
6066,28,India,Asia,Low,2400,9944.3,Vancouver,Canada,0,1,55.6,46.5,6,4,2,2488.04,1,185,Group,9.27,962.13,5.74,0.0156,0
6067,57,China,Asia,Medium,12500,7848.9,Vancouver,Canada,1,0,48.8,35.0,2,0,1,2205.05,1,31,Group,7.72,522.62,111.75,0.2286,0
6068,65,China,Asia,Medium,12500,7554.3,Vancouver,Canada,0,0,57.5,43.1,2,2,1,2401.76,1,187,Group,9.49,682.64,43.41,0.0775,0
6069,62,Turkey,Europe,Medium,9800,9063.3,Boston,USA,1,1,85.2,100.0,2,3,1,2802.89,1,33,Semi-final,12.32,1129.35,740.73,0.6668,1
6070,18,India,Asia,Low,2400,11171.6,Vancouver,Canada,0,0,46.8,26.1,0,1,1,3099.14,1,127,Quarter-final,11.46,894.77,30.5,0.0469,0
6071,71,Japan,Asia,High,40000,7212.6,Vancouver,Canada,1,1,86.6,100.0,3,1,3,1501.44,0,369,Semi-final,9.24,644.37,569.6,0.8983,1
6072,24,South Korea,Asia,High,35000,7129.7,Vancouver,Canada,1,1,79.3,100.0,4,0,2,1300.0,0,20,Group,6.64,321.91,229.0,0.732,1
6073,74,India,Asia,Low,2400,14105.4,Vancouver,Canada,0,0,69.4,67.8,2,1,1,3399.1,1,220,Group,11.71,696.14,117.49,0.1856,0
6074,22,China,Asia,Medium,12500,9666.0,Vancouver,Canada,1,0,71.7,75.6,4,4,3,2355.33,1,328,Quarter-final,11.38,959.77,497.01,0.5297,1
6075,70,India,Asia,Low,2400,11635.7,Vancouver,Canada,0,0,46.3,69.2,3,3,0,3029.62,1,296,Group,10.95,802.79,13.37,0.0303,0
6076,48,China,Asia,Medium,12500,11289.9,Vancouver,Canada,1,0,90.9,79.7,3,0,1,2439.53,1,120,Group,12.98,756.93,196.69,0.277,1
6077,27,India,Asia,Low,2400,12788.8,Vancouver,Canada,0,1,50.7,49.6,2,1,4,3405.82,1,198,Semi-final,9.64,1549.64,169.5,0.1156,1
6078,65,Belgium,Europe,High,52000,5512.6,Boston,USA,1,1,93.6,90.1,6,6,5,1940.31,0,113,Final,11.86,861.22,816.03,0.9613,1
6079,59,India,Asia,Low,2400,10168.1,Vancouver,Canada,0,0,38.3,59.3,3,0,1,2590.71,1,255,Round of 16,12.56,856.25,52.69,0.0762,0
6080,65,China,Asia,Medium,12500,9699.2,Vancouver,Canada,0,1,42.1,65.5,2,7,2,1747.27,1,71,Group,6.35,554.07,103.13,0.1976,0
6081,49,United States,North America,High,76330,339.3,Kansas City,USA,1,0,88.0,96.1,2,2,0,150.0,0,292,Group,5.03,43.66,35.8,0.9351,1
6082,61,India,Asia,Low,2400,10309.7,Vancouver,Canada,0,0,47.0,33.1,1,0,1,2251.73,1,169,Round of 16,6.69,636.07,83.0,0.141,0
6083,57,Colombia,South America,Medium,6100,2372.3,Miami,USA,0,0,93.4,75.9,3,5,2,656.56,1,336,Round of 16,12.48,256.45,225.79,0.9291,1
6084,71,Netherlands,Europe,High,58000,5421.2,Boston,USA,1,0,73.8,89.8,3,1,3,1459.64,0,286,Round of 32,11.88,348.0,210.63,0.6394,1
6085,48,India,Asia,Low,2400,11427.9,Vancouver,Canada,0,0,48.6,79.9,1,0,2,3539.33,1,43,Round of 16,8.78,849.09,14.99,0.028,0
6086,18,France,Europe,High,44500,6268.0,Boston,USA,1,0,82.5,81.5,0,3,0,1062.09,0,31,Round of 32,10.75,350.51,195.74,0.5891,0
6087,33,China,Asia,Medium,12500,9210.8,Vancouver,Canada,1,0,63.7,96.6,2,3,3,1597.33,1,152,Group,9.03,402.48,69.17,0.1943,0
6088,27,Japan,Asia,High,40000,8739.8,Vancouver,Canada,1,0,73.7,96.6,4,1,1,1497.17,0,29,Group,5.95,392.77,279.99,0.728,1
6089,79,Peru,South America,Medium,6600,4175.1,Miami,USA,0,0,99.6,69.6,3,1,0,1517.04,1,131,Quarter-final,5.74,636.16,389.7,0.6216,1
6090,58,Japan,Asia,High,40000,7956.5,Vancouver,Canada,1,1,83.7,100.0,3,5,1,2262.95,0,53,Round of 32,10.24,1031.6,871.47,0.8547,1
6091,72,Turkey,Europe,Medium,9800,8564.3,Boston,USA,1,0,91.1,100.0,3,1,1,2242.43,1,305,Round of 32,9.21,653.97,474.4,0.7395,0
6092,33,Saudi Arabia,Asia,High,23000,10575.8,Boston,USA,1,0,60.0,28.1,4,5,2,3706.28,1,160,Final,10.24,2356.93,1222.91,0.5232,1
6093,19,China,Asia,Medium,12500,8744.5,Vancouver,Canada,0,0,62.7,58.2,2,0,2,2114.34,1,76,Group,8.52,648.23,80.55,0.1374,0
6094,75,Brazil,South America,Medium,8900,4845.3,Miami,USA,1,0,100.0,94.9,3,3,0,1168.12,1,189,Group,5.99,247.61,153.87,0.6456,1
6095,71,India,Asia,Low,2400,11580.0,Vancouver,Canada,0,0,43.8,28.2,2,1,1,2973.22,1,267,Round of 16,6.78,879.83,15.48,0.0253,1
6096,34,China,Asia,Medium,12500,9544.3,Vancouver,Canada,0,0,62.1,65.3,3,2,3,2145.86,1,204,Quarter-final,13.12,670.09,101.93,0.1717,1
6097,58,India,Asia,Low,2400,12700.4,Vancouver,Canada,0,1,38.8,33.0,3,2,1,3459.04,1,12,Group,10.94,1029.25,52.87,0.062,0
6098,28,Japan,Asia,High,40000,8113.5,Vancouver,Canada,1,0,100.0,95.9,0,1,5,2102.14,0,106,Quarter-final,9.84,768.85,659.37,0.8704,1
6099,40,China,Asia,Medium,12500,9757.0,Vancouver,Canada,0,0,47.8,81.8,2,1,2,1699.29,1,314,Group,10.66,378.49,6.03,0.0441,0
6100,49,India,Asia,Low,2400,12449.0,Vancouver,Canada,1,0,16.2,36.4,1,0,0,3069.31,1,35,Round of 32,13.15,805.79,3.05,0.0201,0
6101,74,China,Asia,Medium,12500,9669.6,Vancouver,Canada,1,1,73.0,73.6,1,1,1,2437.98,1,364,Group,6.79,641.25,325.31,0.5179,0
6102,20,India,Asia,Low,2400,11218.8,Vancouver,Canada,0,0,50.6,4.1,2,1,2,2938.83,1,105,Quarter-final,11.83,1345.68,221.65,0.1735,1
6103,78,India,Asia,Low,2400,12569.2,Vancouver,Canada,0,0,69.0,62.6,1,2,1,2706.16,1,68,Group,8.48,608.44,14.09,0.0371,0
6104,65,India,Asia,Low,2400,12609.5,Vancouver,Canada,1,1,66.8,92.1,3,1,4,2700.3,1,249,Group,9.6,541.51,85.87,0.1763,0
6105,40,Argentina,South America,Medium,11000,6545.5,Miami,USA,1,0,86.1,100.0,6,2,2,1505.51,1,259,Group,12.48,512.8,241.41,0.4951,1
6106,52,China,Asia,Medium,12500,10588.3,Vancouver,Canada,0,1,74.8,78.5,1,5,1,3111.68,1,303,Round of 32,13.11,581.84,29.02,0.0724,1
6107,30,United States,North America,High,76330,368.5,Kansas City,USA,1,0,80.4,54.4,2,2,2,150.0,0,312,Group,6.2,24.16,15.38,0.8931,1
6108,34,China,Asia,Medium,12500,10165.2,Vancouver,Canada,0,0,64.8,46.0,4,4,0,2373.92,1,92,Semi-final,10.11,956.73,353.16,0.3797,0
6109,27,China,Asia,Medium,12500,9014.6,Vancouver,Canada,1,1,72.3,61.6,0,2,1,2284.38,1,130,Round of 16,10.18,582.22,383.92,0.6769,1
6110,51,Peru,South America,Medium,6600,4093.6,Miami,USA,1,0,87.4,100.0,2,0,1,860.16,1,322,Quarter-final,9.64,302.16,202.96,0.7036,1
6111,73,China,Asia,Medium,12500,10278.7,Vancouver,Canada,1,1,54.2,28.8,5,2,0,2058.74,1,178,Group,13.38,509.99,65.06,0.1538,0
6112,32,Japan,Asia,High,40000,7308.8,Vancouver,Canada,0,0,92.8,77.6,5,3,2,1563.27,0,255,Round of 32,8.88,566.36,227.86,0.418,0
6113,66,Senegal,Africa,Low,1600,6294.3,Boston,USA,1,0,75.4,50.6,3,1,2,2209.81,1,248,Quarter-final,7.27,499.84,230.35,0.4754,0
6114,54,Japan,Asia,High,40000,7609.1,Vancouver,Canada,1,1,100.0,100.0,1,3,1,2159.86,0,268,Group,12.48,601.74,302.59,0.5236,0
6115,18,China,Asia,Medium,12500,10042.9,Vancouver,Canada,0,0,63.1,47.0,3,2,2,2439.95,1,208,Group,7.71,842.05,41.89,0.0589,0
6116,19,Brazil,South America,Medium,8900,5652.3,Miami,USA,1,0,100.0,100.0,4,3,3,1851.38,1,267,Semi-final,7.64,722.06,595.14,0.8348,0
6117,79,India,Asia,Low,2400,12857.1,Vancouver,Canada,0,0,59.8,45.1,2,1,0,3379.65,1,42,Group,12.23,802.25,30.13,0.0528,0
6118,18,China,Asia,Medium,12500,10024.1,Vancouver,Canada,0,0,49.5,38.1,2,2,0,2375.4,1,352,Group,10.25,665.61,22.63,0.0494,0
6119,76,Turkey,Europe,Medium,9800,7112.8,Boston,USA,1,0,68.7,97.3,4,3,0,2745.86,1,284,Semi-final,12.47,1218.3,392.86,0.3327,0
6120,66,South Korea,Asia,High,35000,8165.8,Vancouver,Canada,1,1,72.2,67.4,1,2,2,2696.02,0,200,Semi-final,6.12,1145.48,1044.51,0.9172,1
6121,40,Germany,Europe,High,51500,6033.5,Boston,USA,1,0,79.1,100.0,1,3,2,1625.13,0,257,Group,10.79,405.1,260.46,0.6696,1
6122,49,England,Europe,High,46500,4955.0,Boston,USA,1,0,100.0,82.1,4,1,2,1182.99,0,294,Group,6.22,304.08,243.06,0.8198,1
6123,29,Portugal,Europe,High,25000,4891.6,Boston,USA,1,0,86.9,84.8,1,1,0,1349.76,0,269,Group,7.54,386.38,290.01,0.7701,0
6124,21,India,Asia,Low,2400,13429.3,Vancouver,Canada,0,0,58.6,64.0,4,1,1,3087.83,1,159,Group,5.62,797.45,91.35,0.1216,0
6125,48,United States,North America,High,76330,342.7,Kansas City,USA,1,0,80.9,89.4,4,2,2,150.0,0,154,Group,5.69,62.52,53.64,0.9489,1
6126,66,Brazil,South America,Medium,8900,5769.0,Miami,USA,1,1,53.4,29.7,1,1,1,1486.83,1,136,Group,10.39,373.14,169.2,0.4813,0
6127,39,Brazil,South America,Medium,8900,6212.2,Miami,USA,1,0,69.4,74.8,3,2,4,1554.6,1,319,Group,13.06,493.82,83.43,0.1954,1
6128,54,India,Asia,Low,2400,12775.6,Vancouver,Canada,0,0,58.8,84.5,2,2,1,3825.76,1,175,Quarter-final,7.55,1480.65,87.95,0.0645,1
6129,76,India,Asia,Low,2400,12542.4,Vancouver,Canada,0,0,68.9,58.8,4,0,3,3180.35,1,355,Group,12.71,615.37,2.24,0.0243,0
6130,71,Japan,Asia,High,40000,6995.6,Vancouver,Canada,1,0,93.1,83.7,4,4,2,1307.84,0,269,Group,6.54,369.51,252.19,0.7002,0
6131,58,China,Asia,Medium,12500,8981.9,Vancouver,Canada,0,0,62.1,76.6,2,2,0,2748.31,1,145,Group,12.02,1015.12,271.0,0.2788,1
6132,75,Uruguay,South America,Medium,17000,6983.6,Miami,USA,0,0,85.1,50.5,2,4,1,2041.17,1,133,Group,7.81,796.77,348.27,0.4469,1
6133,34,France,Europe,High,44500,5680.3,Boston,USA,1,0,100.0,100.0,2,0,2,1488.5,0,74,Group,12.49,277.46,243.3,0.9219,1
6134,54,China,Asia,Medium,12500,9399.8,Vancouver,Canada,0,0,48.2,40.3,2,1,0,2755.06,1,172,Semi-final,11.95,993.82,150.04,0.163,0
6135,58,India,Asia,Low,2400,11626.6,Vancouver,Canada,0,0,47.2,68.0,2,4,0,2552.77,1,171,Group,6.5,766.31,51.43,0.0756,0
6136,31,India,Asia,Low,2400,11721.9,Vancouver,Canada,0,0,46.1,44.3,0,2,1,2558.09,1,215,Group,9.67,692.56,39.57,0.0711,0
6137,62,India,Asia,Low,2400,10310.5,Vancouver,Canada,0,0,77.7,100.0,3,1,1,2537.83,1,87,Round of 16,7.48,1007.61,253.49,0.259,1
6138,29,China,Asia,Medium,12500,9276.9,Vancouver,Canada,0,0,62.9,54.8,2,0,4,1839.48,1,114,Semi-final,8.61,836.3,378.01,0.4623,0
6139,39,India,Asia,Low,2400,10946.1,Vancouver,Canada,0,0,45.2,71.9,2,1,1,3184.14,1,199,Semi-final,13.1,1685.27,166.89,0.1068,0
6140,18,China,Asia,Medium,12500,8869.3,Vancouver,Canada,0,0,78.5,100.0,1,2,4,1986.51,1,319,Round of 16,9.41,691.29,174.68,0.2663,0
6141,34,China,Asia,Medium,12500,10917.2,Vancouver,Canada,1,0,94.3,97.0,4,5,3,2628.57,1,138,Final,13.16,1355.77,849.79,0.6365,0
6142,46,China,Asia,Medium,12500,8809.3,Vancouver,Canada,0,0,58.8,36.8,2,2,0,2947.24,1,187,Quarter-final,7.38,796.18,243.1,0.3146,0
6143,39,United States,North America,High,76330,331.0,Kansas City,USA,1,0,84.5,72.9,4,2,1,150.0,0,152,Group,9.18,43.91,29.02,0.87,1
6144,77,Saudi Arabia,Asia,High,23000,11520.5,Boston,USA,0,0,64.1,76.5,2,1,1,3163.7,1,182,Group,5.6,760.28,105.78,0.1465,0
6145,25,China,Asia,Medium,12500,7988.3,Vancouver,Canada,0,1,62.0,70.9,3,3,0,2124.54,1,47,Group,13.34,390.93,46.71,0.1536,0
6146,39,China,Asia,Medium,12500,10115.7,Vancouver,Canada,0,1,45.6,34.2,0,1,1,1402.88,1,127,Group,10.21,594.84,157.71,0.2823,0
6147,39,China,Asia,Medium,12500,9554.7,Vancouver,Canada,1,0,78.9,79.9,2,0,3,2615.01,1,320,Quarter-final,6.95,1061.51,305.77,0.2946,0
6148,46,India,Asia,Low,2400,10752.4,Vancouver,Canada,0,0,51.7,54.3,3,0,2,2432.14,1,124,Round of 32,13.04,1025.92,230.72,0.2376,0
6149,30,Mexico,North America,Medium,10700,279.9,Monterrey,Mexico,1,1,76.2,75.9,1,4,5,150.0,0,36,Semi-final,12.7,66.09,49.46,0.9406,1
6150,72,China,Asia,Medium,12500,8225.1,Vancouver,Canada,0,0,94.8,100.0,2,4,1,1608.13,1,179,Semi-final,12.36,572.37,240.23,0.4413,1
6151,55,China,Asia,Medium,12500,8722.3,Vancouver,Canada,0,1,80.6,75.6,6,5,3,2538.44,1,138,Round of 16,9.74,1119.95,676.57,0.6128,0
6152,44,France,Europe,High,44500,5463.1,Boston,USA,1,1,91.3,96.0,2,3,0,1315.73,0,69,Round of 32,12.93,303.23,177.89,0.6293,1
6153,23,India,Asia,Low,2400,11002.3,Vancouver,Canada,0,0,70.5,86.4,4,4,1,3189.65,1,212,Semi-final,11.74,1552.22,256.95,0.1731,0
6154,59,India,Asia,Low,2400,11423.4,Vancouver,Canada,0,1,52.6,51.8,4,0,2,3536.83,1,125,Group,9.83,805.96,97.04,0.1326,0
6155,42,India,Asia,Low,2400,12422.7,Vancouver,Canada,0,0,61.6,73.7,1,1,2,4220.47,1,170,Final,8.12,2606.33,156.6,0.0632,1
6156,71,Colombia,South America,Medium,6100,2436.8,Miami,USA,1,0,85.8,63.2,3,1,2,613.2,1,228,Round of 16,13.12,203.29,165.55,0.8789,1
6157,71,India,Asia,Low,2400,10826.0,Vancouver,Canada,0,0,66.0,62.2,0,0,3,2902.24,1,59,Group,7.34,1147.44,90.65,0.0854,0
6158,36,China,Asia,Medium,12500,9270.0,Vancouver,Canada,0,0,57.5,61.6,2,1,1,1686.26,1,92,Group,13.33,506.77,28.53,0.0826,0
6159,66,India,Asia,Low,2400,13311.1,Vancouver,Canada,0,0,66.9,76.7,3,5,1,3602.91,1,66,Round of 32,7.69,1238.03,44.31,0.042,0
6160,33,China,Asia,Medium,12500,9844.6,Vancouver,Canada,1,1,79.5,78.3,3,0,2,1997.43,1,56,Group,11.2,669.51,438.24,0.6713,0
6161,73,Japan,Asia,High,40000,7258.1,Vancouver,Canada,1,0,91.9,61.6,1,4,0,1418.26,0,111,Quarter-final,9.72,743.54,652.55,0.8907,1
6162,46,China,Asia,Medium,12500,11420.8,Vancouver,Canada,0,0,67.3,43.2,3,5,2,2860.38,1,97,Group,12.02,676.03,46.19,0.0861,0
6163,21,China,Asia,Medium,12500,8461.4,Vancouver,Canada,1,0,66.3,50.9,2,1,1,2050.77,1,129,Group,12.54,622.45,59.73,0.1161,0
6164,30,China,Asia,Medium,12500,10114.0,Vancouver,Canada,0,0,60.4,100.0,2,1,2,2145.73,1,119,Group,9.33,648.05,13.61,0.0354,0
6165,68,India,Asia,Low,2400,12443.4,Vancouver,Canada,0,0,44.8,37.5,2,1,3,3030.69,1,313,Round of 32,7.54,774.73,31.51,0.0504,0
6166,50,China,Asia,Medium,12500,8235.6,Vancouver,Canada,0,1,100.0,100.0,3,4,3,2052.64,1,164,Round of 32,11.81,810.98,574.29,0.7227,1
6167,53,Nigeria,Africa,Low,2100,8094.8,Boston,USA,0,1,89.3,81.6,5,5,2,2170.83,1,140,Quarter-final,12.18,770.45,533.38,0.7081,1
6168,26,China,Asia,Medium,12500,10837.2,Vancouver,Canada,0,0,45.6,48.1,3,1,1,2421.43,1,26,Group,9.0,708.2,71.45,0.1136,0
6169,40,India,Asia,Low,2400,10908.4,Vancouver,Canada,0,0,67.3,80.4,3,1,2,2492.95,1,325,Group,8.49,712.8,39.41,0.0672,0
6170,61,China,Asia,Medium,12500,10163.8,Vancouver,Canada,1,0,62.4,74.1,2,3,3,2821.99,1,208,Round of 16,11.55,962.51,113.96,0.1304,1
6171,70,China,Asia,Medium,12500,8964.3,Vancouver,Canada,1,0,71.5,50.7,6,1,1,2182.62,1,357,Group,8.48,737.58,191.85,0.2716,1
6172,21,Japan,Asia,High,40000,6643.9,Vancouver,Canada,1,0,100.0,100.0,3,2,3,1424.94,0,108,Group,9.1,493.67,426.27,0.8819,0
6173,44,Nigeria,Africa,Low,2100,9276.5,Boston,USA,0,1,88.9,100.0,4,1,0,2171.36,1,301,Round of 16,8.19,869.81,209.44,0.2502,0
6174,24,China,Asia,Medium,12500,8910.5,Vancouver,Canada,0,0,64.5,65.4,4,0,0,1799.39,1,8,Group,10.71,630.87,20.58,0.0496,1
6175,63,Italy,Europe,High,36500,7408.2,Boston,USA,1,0,74.0,76.3,3,3,2,1725.99,0,83,Group,6.7,499.54,227.03,0.4679,1
6176,18,China,Asia,Medium,12500,10181.6,Vancouver,Canada,0,0,51.1,33.1,2,0,3,2430.92,1,8,Group,7.97,601.43,29.38,0.0621,0
6177,77,India,Asia,Low,2400,10963.5,Vancouver,Canada,0,1,75.6,52.7,6,1,3,2783.34,1,281,Round of 32,12.73,1110.28,237.97,0.2258,0
6178,36,India,Asia,Low,2400,12249.0,Vancouver,Canada,0,0,48.2,40.0,1,4,2,2854.16,1,338,Quarter-final,8.24,1434.87,72.26,0.0561,0
6179,34,Brazil,South America,Medium,8900,5471.9,Miami,USA,1,0,100.0,54.9,3,1,2,1428.0,1,106,Group,13.22,412.35,244.87,0.6259,1
6180,53,Brazil,South America,Medium,8900,5124.0,Miami,USA,1,0,86.0,100.0,4,5,3,1423.99,1,339,Quarter-final,6.99,411.61,235.98,0.5903,0
6181,59,Turkey,Europe,Medium,9800,7795.5,Boston,USA,1,0,71.7,57.5,3,2,0,2445.38,1,352,Group,7.42,652.3,125.71,0.2041,0
6182,54,China,Asia,Medium,12500,9386.6,Vancouver,Canada,1,1,56.0,39.8,2,1,1,1955.27,1,349,Round of 16,6.18,766.29,250.83,0.3354,0
6183,41,China,Asia,Medium,12500,9472.6,Vancouver,Canada,0,0,46.7,40.5,1,1,0,2437.33,1,342,Group,10.44,889.19,37.22,0.0536,0
6184,39,Senegal,Africa,Low,1600,6633.6,Boston,USA,1,0,100.0,99.7,3,8,0,1274.22,1,118,Round of 16,9.67,291.16,178.71,0.647,1
6185,49,Nigeria,Africa,Low,2100,8269.0,Boston,USA,0,0,89.4,93.4,4,0,2,1968.38,1,223,Group,12.0,500.64,136.69,0.297,0
6186,62,Brazil,South America,Medium,8900,5203.2,Miami,USA,1,1,82.0,88.1,4,1,0,1568.0,1,194,Round of 16,10.33,455.56,288.97,0.657,1
6187,54,United States,North America,High,76330,352.7,Kansas City,USA,1,1,96.5,90.1,8,3,3,150.0,0,124,Round of 16,5.39,34.64,28.0,0.9638,0
6188,54,India,Asia,Low,2400,11190.0,Vancouver,Canada,0,0,25.5,43.1,0,2,1,2617.44,1,140,Round of 32,6.74,621.16,19.54,0.0423,0
6189,70,India,Asia,Low,2400,11640.4,Vancouver,Canada,0,0,37.3,44.0,2,2,1,3332.51,1,283,Group,11.62,892.53,0.43,0.0135,0
6190,75,India,Asia,Low,2400,10786.6,Vancouver,Canada,0,0,66.5,72.5,2,2,0,2456.53,1,317,Group,10.93,758.08,38.12,0.0647,0
6191,20,India,Asia,Low,2400,13357.3,Vancouver,Canada,1,1,62.4,31.9,0,3,3,2404.38,1,87,Group,12.57,665.74,27.51,0.0602,0
6192,64,India,Asia,Low,2400,10720.6,Vancouver,Canada,1,0,63.0,93.9,2,1,0,2697.76,1,38,Group,7.44,734.39,104.33,0.1522,0
6193,57,China,Asia,Medium,12500,9246.8,Vancouver,Canada,1,0,60.3,39.6,2,1,4,1999.15,1,196,Group,8.96,431.88,83.38,0.2138,0
6194,73,China,Asia,Medium,12500,10150.4,Vancouver,Canada,0,0,73.9,41.2,5,2,1,2110.25,1,223,Group,13.08,580.1,61.23,0.1281,0
6195,35,Nigeria,Africa,Low,2100,8188.3,Boston,USA,0,0,70.9,57.2,4,0,4,2370.3,1,70,Round of 32,12.12,778.19,258.77,0.3481,0
6196,58,India,Asia,Low,2400,11055.6,Vancouver,Canada,0,0,63.2,66.3,5,3,3,3071.38,1,264,Final,7.15,909.04,88.39,0.1051,0
